Solar,Volcanic
0.0,0.0
0.014832665,0.212395119539785
0.015420545,0.23443717545645165
0.005234885,0.2525060643731183
-0.008810335,0.259765376789785
-0.024580855,0.24505201620645164
-0.034625935,-0.446910234460215
-0.034306435,-0.9539098312935483
-0.020337895,-0.3756701100435484
0.004314725,0.01821194628978498
0.032162345,0.16312040278978496
0.040648265,0.20426088820645164
0.026654165,-0.005335368876881685
0.007445825,0.04891701287311831
-0.003251035,0.163057594289785
-0.011212975,0.2214348728731183
-0.022778875,0.24779937478978498
-0.030906955,0.257983305539785
-0.037578115,0.2621256713731183
-0.017168455,0.254636674539785
0.013030685,0.25380108945645163
0.043536545,0.25451812820645164
0.035855765,0.24121472820645165
0.029887505,0.20479213395645166
0.004199705,0.22286296403978498
-0.012209815,0.24252993003978499
-0.031213675,0.14377308745645162
-0.037629235,0.153651193289785
-0.037590895,0.198636707289785
-0.041258755,0.22347363520645164
-0.038396035,0.24180897570645166
-0.019647775,0.2525202333731183
-0.001206235,0.25500896795645167
0.001771505,-0.4665843966268816
0.007790885,-2.5269922078768823
-0.004746295,-1.110056363960215
-0.018753175,-0.4434648433768817
-0.039878515,-0.5436412543768816
-0.045437815,-0.15945332154354835
-0.049961935,-0.3363031819602151
-0.053591455,-0.508107433960215
-0.049169575,-0.37286318962688164
-0.017040655,-0.186240131210215
-0.004439575,0.055061622706451624
0.013580225,0.18692138295645166
0.025759565,0.23542684228978497
0.010896425,-0.07552405562688169
-0.012222595,-0.08051168462688169
-0.030817495,-0.004431222126881684
-0.033718555,0.16407854770645164
-0.040338595,0.22668485795645166
-0.044262055,0.249837074539785
-0.054256015,-0.03498800371021504
-0.053156935,-1.1828812753768818
-0.026306155,-0.4357577386268818
0.008212625,-0.012117712210215015
-0.015928795,0.11234705720645163
0.009171125,0.08343400620645164
-0.005628115,0.04801100978978495
0.002691665,0.176813777539785
-0.011443015,0.20090478920645163
-0.028478755,0.23032768328978498
-0.039162835,-0.07225009612688171
-0.045079975,-0.2555792576268818
-0.042971275,0.04632000745645165
-0.034421455,0.17954598570645164
0.004506425,0.208287792539785
0.031344425,0.21760412278978497
0.050386625,0.2254857833731183
0.045479105,0.22436014553978498
0.016161785,0.09240213512311832
-0.004592935,0.09440128537311829
-0.018024715,0.20120374087311832
-0.033092335,0.2410003858731183
-0.029041075,0.200043332289785
-0.025002595,0.20447204070645164
0.001081385,0.21801145895645166
0.014001965,0.23193463853978497
0.037453265,0.17017759012311834
0.021823325,0.06358431812311832
0.016557965,0.1312042138731183
0.014283125,0.16706082320645166
-0.001295695,0.10488990203978499
-0.014995855,0.11837674712311833
-0.030434095,0.1883820861231183
-0.016133275,0.17654765045645165
0.011522645,0.199103025039785
0.061287965,0.20680105237311833
0.052891505,0.168293274039785
0.044648405,0.17790347020645164
0.042565265,0.19927606220645167
0.034564985,0.22410390245645165
0.024456005,0.18672384328978497
0.011267045,0.17053502595645165
-0.008899795,0.21600954770645164
-0.005078575,0.21954720728978497
0.029044025,0.22887892478978497
0.041581205,0.22102787178978497
0.072176525,0.2277730566231183
0.088854425,0.20287356712311833
0.076905125,0.20419793545645165
0.045926405,0.22659012328978498
0.015688925,0.1903103056231183
0.014551505,0.19889515528978496
-0.003238255,0.1873916016231183
0.000340145,0.22810611087311833
0.015791165,0.240895879039785
0.083985245,0.25509388570645164
0.129635405,0.2602025107064517
0.125124065,0.2622492693731183
0.093174065,0.18468382970645164
0.079614485,0.04709363478978498
0.034015445,-0.003563276460215037
0.012097745,-0.5392100480435482
0.005439365,-1.2012952998768816
0.005605505,-0.6583351227935483
0.010270205,-0.23880286846021498
0.033747065,-0.03040956262688166
0.058859765,-0.24470993054354834
0.065262545,-0.46458279787688167
0.075895505,-0.10099013387688172
0.075256505,0.12233728412311831
0.038884625,0.18610856170645165
0.050961725,0.11292997095645166
0.018577205,0.018833665956451667
0.009375605,-0.3414784562935484
-0.015238675,-0.03812836712688167
-0.001078435,0.1518801166231183
0.022922405,0.12674531895645164
0.079358885,0.0652091221231183
0.125379665,0.16796268403978498
0.127092185,0.16229387037311832
0.133086005,-0.6318892850435482
0.080790245,-1.3109191992935485
0.069709985,-0.397489207210215
0.020008565,-0.0047086907935483535
-0.001551295,-0.013346554460215043
-0.002024155,0.04818299970645165
0.017401445,0.10555533137311832
0.054808505,0.13692893445645166
0.127053845,0.14072303687311832
0.114963965,-0.5819026453768816
0.101212685,-2.184047404460215
0.082860605,-0.800342718210215
0.047907305,-0.1675087198768817
0.018321605,0.053434554789784955
0.005861105,0.128885312539785
-0.005321395,0.15563472787311833
0.011011445,0.20480423212311832
0.057300605,0.22169167245645166
0.093468005,0.22176449028978498
0.131616305,0.22181699145645165
0.121213385,0.22321275095645166
0.131245685,0.21019969645645165
0.073646225,0.21560371312311832
