Ozone,Land Use
0.0,0.0
0.00016666959120432675,-0.030327323
0.0007753245351554614,-0.031325879
-0.003087270471642454,-0.032324446
-0.0037134383366645837,-0.033323009
2.557209301717895e-05,-0.034321577
0.002072101153778892,-0.035320141
0.004060575589951989,-0.036318701
0.0046305105749190265,-0.037317273
0.005820987277299657,-0.038315829
0.0013097535697756263,-0.039113284
0.007896547201680388,-0.039709614
0.007227679592908901,-0.040305926
0.016026437909089458,-0.04090224
0.01876755167853773,-0.041498568
0.01585900343858576,-0.042094898
0.014733651695961098,-0.042691218
0.016976218511818846,-0.043287545
0.01919431239555548,-0.043883876
0.01793783327606337,-0.04448019
0.018764694371106297,-0.045509468
0.009528365604606374,-0.046971699
0.014048824633681003,-0.048433926
0.020209903144039417,-0.049896167
0.014626298972912823,-0.051358406
0.017830724070263197,-0.052820645
0.02314237462112606,-0.054282891
0.013375048202526333,-0.055745131
0.0181643116275269,-0.057207355
0.020684927261555915,-0.058669588
0.018380448250025733,-0.059912966
0.017153512849747112,-0.060937473
0.010535305039571946,-0.061961975
0.02129991824466539,-0.062986495
0.02282385175606284,-0.064011007
0.037653898087263146,-0.065035508
0.032976210653744634,-0.066060026
0.03445576339868867,-0.067084533
0.04046555856481124,-0.068109055
0.03463643943030653,-0.069133561
0.033642578634585064,-0.070143728
0.030110075075761147,-0.071139581
0.03527915747621945,-0.072135438
0.033002115913838795,-0.073131289
0.03512125266551936,-0.074127132
0.031219839813382895,-0.075122975
0.03785906025178546,-0.076118816
0.0496613775377032,-0.077114655
0.04842825884395698,-0.07811052
0.05106030136142856,-0.079106364
0.053227325322763794,-0.080304037
0.048436670882997926,-0.081703549
0.049375997065295454,-0.083103094
0.04386414433565623,-0.084502604
0.04552003888632393,-0.085902105
0.050898613871824046,-0.087301635
0.05922219431201692,-0.08870114
0.058608517323984186,-0.09010065
0.06516506732311216,-0.09150016
0.06642173677004147,-0.092899675
0.07014550470709426,-0.093796395
0.06697213942028653,-0.094190291
0.06922194703545269,-0.094584202
0.07129647401014365,-0.094978105
0.07944280291732109,-0.095372001
0.07537429123345328,-0.095765917
0.07315801040399335,-0.096159823
0.07189185526154392,-0.096553711
0.07668385155159634,-0.09694762
0.08257669262934048,-0.097341532
0.08133981320473553,-0.097955725
0.08211549239841273,-0.098790219
0.08178750753873776,-0.099624699
0.08421561482583668,-0.100459192
0.08540721699835092,-0.101293679
0.090693064474336,-0.102128172
0.09833160352825451,-0.102962657
0.10059607442387254,-0.103797132
0.10331007955477935,-0.104631628
0.09955645636240125,-0.105466095
0.10800116931415775,-0.106241969
0.10040747654349631,-0.106959251
0.10138088679331546,-0.107676537
0.09800865952222415,-0.108393809
0.10645864368283492,-0.109111073
0.10817739822752957,-0.109828339
0.10723374410780284,-0.110545611
0.11214878695010284,-0.111262877
0.12201927187797475,-0.111980164
0.11399630419324751,-0.112697445
0.11724992073126277,-0.112758099
0.1222536195396731,-0.112162177
0.12392881510470498,-0.111566265
0.12121509815303229,-0.11097036
0.12884507464004177,-0.11037443
0.13245404750091744,-0.109778494
0.12820922463558992,-0.109182582
0.1335602229456499,-0.108586657
0.1405943586863463,-0.107990746
0.1473482891120045,-0.107394825
0.14194191458837574,-0.107377256
0.1472407242747576,-0.107938023
0.15811942291950126,-0.108498772
0.15472264087988594,-0.10905954
0.16215846853537383,-0.109620307
0.17504512818622847,-0.110181069
0.1838124921784419,-0.110741828
0.1885858198395868,-0.111302591
0.19173358216215905,-0.11186336
0.2020924990470146,-0.112424128
0.20278849834252557,-0.113014422
0.2076096984340091,-0.11363426
0.20698897008385256,-0.114254108
0.21568163207041316,-0.11487396
0.229327980724675,-0.115493809
0.2390898342753927,-0.116113644
0.25334456283505935,-0.116733497
0.25276638843789495,-0.117353334
0.2564980795164953,-0.117973182
0.26746393261344514,-0.118593031
0.27143451025275145,-0.119086212
0.28544918368993877,-0.11945276
0.291499880802426,-0.119819295
0.30261605071105835,-0.120185844
0.306469846106996,-0.12055239
0.29608891649882496,-0.120918944
0.2935508765441413,-0.121285479
0.2992554916029967,-0.121652021
0.30423758581260624,-0.122018559
0.3036400300109144,-0.122385111
0.3065145089946012,-0.122679282
0.3074474310142458,-0.122901072
0.30247619555672933,-0.123122871
0.2952445031614764,-0.123344659
0.29495934091378384,-0.123566457
0.29448336573654627,-0.123788259
0.2934201142738457,-0.124010058
0.2949386354084842,-0.124231862
0.2953815895609449,-0.124453656
0.301385600157149,-0.124675454
0.3120815791918617,-0.124622457
0.30537697665745445,-0.124294668
0.3092136574245861,-0.123966884
0.32851347655337065,-0.123639087
0.3311633054184744,-0.123311306
0.3258328829582173,-0.12298352
0.34457663578375697,-0.122655727
0.35495908947137655,-0.122327938
0.3541981299202854,-0.122000164
0.35121181925925415,-0.12167239
0.35161727461065445,-0.121114071
0.349066860967221,-0.120325207
0.336624604712457,-0.119536331
0.33596036099043836,-0.11874747
0.34956315104904434,-0.117958592
0.3684339390026304,-0.11716973
0.3742126177106404,-0.116380865
0.38238210958324403,-0.115592006
0.39081887015524297,-0.114803129
0.38884408113635854,-0.114014271
0.3677470306326843,-0.113456304
0.3664397472846128,-0.113129237
0.37445150408242717,-0.112802177
0.3712301785477267,-0.112475125
0.3793693854082576,-0.112148064
0.3755192710185835,-0.111821012
0.3671467390146062,-0.111493931
0.3668212457351282,-0.111166873
0.37545831682382813,-0.110839835
0.36302071626925747,-0.110512764
0.3623208655752973,-0.11038902
0.34889969158867357,-0.110468568
0.3599371842414637,-0.110548118
